91.9, 90.96333312988281, 84.68699645996094, 94.48902893066406
90.66, 90.96333312988281, 82.26316833496094, 93.44120788574219
92.4, 90.96333312988281, 82.28524780273438, 93.45074462890625
93.28, 90.96333312988281, 110.42666625976562, 105.61624145507812
91.08, 90.96333312988281, 81.12516784667969, 92.94924926757812
93.36, 90.96333312988281, 81.11189270019531, 92.94351196289062
89.56, 90.96333312988281, 79.49211883544922, 92.2432861328125
89.92, 90.96333312988281, 80.82811737060547, 92.82083129882812
90.04, 90.96333312988281, 81.54653930664062, 93.13140106201172
89.46, 90.96333312988281, 82.19389343261719, 93.4112548828125
90.8, 90.96333312988281, 90.07720947265625, 96.81920623779297
89.94, 90.96333312988281, 91.34175872802734, 97.36585998535156
91.3, 90.96333312988281, 105.86956787109375, 103.64620971679688
91.48, 90.96333312988281, 113.58891296386719, 106.9832763671875
90.46, 90.96333312988281, 81.51124572753906, 93.11614990234375
91.54, 90.96333312988281, 82.99273681640625, 93.75659942626953
92.46, 90.96333312988281, 103.45181274414062, 102.60102844238281
91.36, 90.96333312988281, 84.40792846679688, 94.3683853149414
94.0, 90.96333312988281, 81.00191497802734, 92.8959732055664
90.36, 90.96333312988281, 130.92689514160156, 114.48119354248047
