15.6, -283.93182373046875
17.8, 1443.3348388671875
30.0, -881.8594360351562
18.0, 860.9080200195312
20.8, 471.98162841796875
24.0, -2603.908935546875
26.0, 338.85345458984375
36.8, 1545.757568359375
17.4, -139.1160888671875
13.2, -261.0912170410156
15.8, -581.7713012695312
13.4, -147.7224578857422
7.4, -19.235462188720703
20.8, 721.5159301757812
12.8, 49.82428741455078
22.6, -28.416812896728516
28.2, -325.567138671875
14.0, 108.32437896728516
16.6, 285.1680603027344
10.8, -62.93259048461914
19.6, 391.36962890625
19.4, 135.02920532226562
16.8, -362.55059814453125
25.2, -505.8512268066406
27.6, 766.1153564453125
17.6, 42.513824462890625
23.0, -177.00221252441406
32.8, -258.1832275390625
24.0, 146.5141143798828
33.0, 478.26531982421875
16.8, -152.09893798828125
11.2, -217.2756805419922
17.6, -294.1824951171875
25.6, -543.8923950195312
36.0, -458.5872802734375
22.4, 340.35540771484375
31.4, 510.2287902832031
35.2, -193.14346313476562
21.2, -309.7196350097656
33.2, -104.49586486816406
35.4, 380.29083251953125
17.8, 8.914517402648926
16.2, -72.51265716552734
52.6, -91.7383041381836
36.6, 82.51304626464844
26.6, 69.87113952636719
14.6, -8.652026176452637
19.4, 119.30424499511719
30.2, 95.22715759277344
32.0, -1.9519352912902832
21.2, -71.47789001464844
9.6, -100.0867691040039
35.8, 26.476234436035156
24.2, 118.07270050048828
24.6, -18.31307601928711
26.8, -32.617393493652344
30.4, 30.633508682250977
19.2, 14.744386672973633
18.2, 15.889433860778809
17.0, 45.80486297607422
15.2, 6.698366165161133
29.4, 170.85765075683594
6.8, -121.77923583984375
36.8, -20.717041015625
13.2, -88.09748077392578
13.4, -113.26583862304688
23.6, 75.7484130859375
25.2, 6.475228786468506
26.0, 5.084652900695801
38.4, 130.79856872558594
23.6, -68.08421325683594
19.6, -83.0854263305664
22.6, -50.82615280151367
19.4, 66.237060546875
12.4, -31.879863739013672
42.0, 429.5997314453125
18.8, -140.63629150390625
10.6, -170.30780029296875
14.0, -247.09951782226562
22.4, -521.3086547851562
21.0, -417.25372314453125
19.0, -136.24099731445312
34.6, 67.0975570678711
13.8, 27.808822631835938
32.6, 468.2799072265625
9.8, -149.6051483154297
24.4, -219.4816131591797
28.0, -300.3321533203125
16.6, -78.28370666503906
18.6, -54.74025344848633
22.2, 164.47474670410156
24.4, 353.2368469238281
32.6, 1.762589931488037
12.6, -136.77243041992188
40.2, -427.03533935546875
15.8, -55.4400520324707
12.4, -45.22189712524414
23.4, 493.34002685546875
18.6, 165.1727752685547
12.4, -49.22834777832031
15.6, -95.7444839477539
17.8, -75.27057647705078
30.0, 76.03780364990234
18.0, -6.948432445526123
20.8, 79.12838745117188
24.0, -18.459400177001953
26.0, -5.814243316650391
36.8, 123.1314468383789
17.4, -79.85958862304688
13.2, -211.84336853027344
15.8, -137.5255126953125
13.4, -81.48501586914062
7.4, -82.42080688476562
20.8, 72.93928527832031
12.8, -16.35087013244629
22.6, 299.08697509765625
28.2, 59.729209899902344
14.0, -113.54180908203125
16.6, -142.679443359375
10.8, -115.72508239746094
19.6, -128.2055206298828
19.4, -65.0870361328125
16.8, 0.7203203439712524
25.2, 187.0951690673828
27.6, 119.73567962646484
17.6, -57.73884201049805
23.0, -114.01946258544922
32.8, -76.29950714111328
24.0, 57.14841079711914
33.0, 229.3745574951172
16.8, -34.92491912841797
11.2, -81.31941986083984
17.6, -97.81993103027344
25.6, -119.30498504638672
36.0, -118.11697387695312
22.4, 5.738393306732178
31.4, 164.28684997558594
35.2, 129.4981689453125
21.2, -9.163904190063477
33.2, -69.82777404785156
35.4, -21.337631225585938
17.8, -8.554279327392578
16.2, 12.986250877380371
52.6, 301.04595947265625
36.6, 69.99385070800781
26.6, -84.92850494384766
14.6, -108.52013397216797
19.4, -155.11448669433594
30.2, -120.59254455566406
32.0, -32.00666809082031
21.2, 25.17734718322754
9.6, -43.757808685302734
35.8, 250.07196044921875
24.2, 258.3493347167969
24.6, 35.15381622314453
26.8, -87.08928680419922
30.4, -147.00979614257812
19.2, -79.65387725830078
18.2, -38.552940368652344
17.0, 4.982882976531982
15.2, 9.506989479064941
29.4, 192.9989776611328
6.8, -87.02892303466797
36.8, 216.74154663085938
13.2, -56.85506057739258
13.4, -96.77481842041016
23.6, -176.89219665527344
25.2, -135.92527770996094
26.0, -77.88987731933594
38.4, 13.075790405273438
23.6, 26.543804168701172
19.6, 124.61698913574219
22.6, 15.025708198547363
19.4, 78.07575225830078
12.4, -29.497581481933594
42.0, 240.01722717285156
18.8, 10.303389549255371
10.6, -72.40277862548828
14.0, -83.4135513305664
22.4, -89.95079803466797
21.0, -83.3089370727539
19.0, -89.77095794677734
34.6, -29.491943359375
13.8, -37.531471252441406
32.6, 100.00389099121094
9.8, -122.49334716796875
24.4, 29.90770721435547
28.0, 89.32017517089844
16.6, -12.244623184204102
18.6, -55.735355377197266
22.2, 12.807459831237793
24.4, 66.81128692626953
32.6, 69.47607421875
12.6, -56.6403923034668
40.2, 15.338873863220215
15.8, -57.94965744018555
12.4, -71.62599182128906
23.4, -13.11636734008789
18.6, -23.57715606689453
12.4, -41.88029098510742
15.6, 21.699853897094727
17.8, 8.986260414123535
30.0, 112.58148193359375
18.0, 16.899545669555664
20.8, 71.73673248291016
24.0, 65.40921783447266
26.0, 0.5030065178871155
36.8, -9.048003196716309
17.4, -44.75694274902344
13.2, -169.6421356201172
15.8, -37.0123405456543
13.4, -39.55673599243164
7.4, -57.67283248901367
20.8, -4.806182384490967
12.8, -31.897781372070312
